,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,Rank Description,RATEG,Full RATEG Description,Full RATEG Division,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Error,Deck?,Fault,High/Low,Event Description,Continue,anomaly,(Y/S) drop incident due to lack of information for interpretation,Human Involved?
2255,81650,9/11/2003 12:00:00 AM,A,2003.0,1A,Y,N21412,GEORGE WASHINGTON,CVN,86822,F018D,Y,E,51235,22.0,D,E03,AN,Airman,,Unknown,Unknown,N09679,ACFT LOST AT SEA FOLLOWING FAILED CARRIER ARRESTED LDG. PLT EJECTED.  ,153342,530,XB,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,PERSONNEL INJURED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2256,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51435,35.0,G,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153718,335,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2257,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51435,35.0,G,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153719,335,G3,AIRCRAFT LAUNCHED FROM CATAPULT,DUE TO LOSS OF FLIGHT CONTROL,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2258,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51435,35.0,G,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153720,335,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2259,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51436,27.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153718,335,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2260,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51436,27.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153719,335,G3,AIRCRAFT LAUNCHED FROM CATAPULT,DUE TO LOSS OF FLIGHT CONTROL,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2261,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51436,27.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153720,335,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2262,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51437,25.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153718,335,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,F,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2263,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51437,25.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153719,335,G3,AIRCRAFT LAUNCHED FROM CATAPULT,DUE TO LOSS OF FLIGHT CONTROL,F,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2264,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51437,25.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153720,335,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,F,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2265,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51438,28.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153718,335,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2266,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51438,28.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153719,335,G3,AIRCRAFT LAUNCHED FROM CATAPULT,DUE TO LOSS OF FLIGHT CONTROL,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2267,81908,7/27/2003 12:00:00 AM,A,2003.0,1A,N,N03368,NIMITZ,CVN,87088,EA006B,Y,E,51438,28.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09971,ACFT CRASHED FOLLOWING CV TAKEOFF. ACRW EJECTED/RECOVERED. MINOR INJS.,153720,335,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2268,81987,9/16/1998 12:00:00 AM,A,1998.0,1A,,,,,87174,F018C,Y,E,51645,26.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09223,ACFT CRASHED INTO THE WATER DUR OVERWATER STRAFE RUN.  PLT EJT.       ,153924,442,F9,STRAFING RUN,ORDNANCE ORIENTED; INVOLVED AIRCRAFTS OWN ORDNANCE,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2269,81987,9/16/1998 12:00:00 AM,A,1998.0,1A,,,,,87174,F018C,Y,E,51645,26.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09223,ACFT CRASHED INTO THE WATER DUR OVERWATER STRAFE RUN.  PLT EJT.       ,153925,442,B3,STRAFING RUN,WATER; UNCONTROLLED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2270,81987,9/16/1998 12:00:00 AM,A,1998.0,1A,,,,,87174,F018C,Y,E,51645,26.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09223,ACFT CRASHED INTO THE WATER DUR OVERWATER STRAFE RUN.  PLT EJT.       ,153926,442,XB,STRAFING RUN,PERSONNEL INJURED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2271,81987,9/16/1998 12:00:00 AM,A,1998.0,1A,,,,,87174,F018C,Y,E,51645,26.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09223,ACFT CRASHED INTO THE WATER DUR OVERWATER STRAFE RUN.  PLT EJT.       ,153927,442,G6,STRAFING RUN,OTHER,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2272,81987,9/16/1998 12:00:00 AM,A,1998.0,1A,,,,,87174,F018C,Y,E,51645,26.0,G,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09223,ACFT CRASHED INTO THE WATER DUR OVERWATER STRAFE RUN.  PLT EJT.       ,153928,442,P5,STRAFING RUN,ORDNANCE,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2273,81988,9/25/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87175,F018C,Y,E,51646,31.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09070,ACFT CRASHED INTO SEA.  PILOT SAFELY EJECTED AND RECOVERED.           ,153929,41Z,D3,NO FURTHER BREAKDOWN,"CLEAN CONFIGURATION ABOVE 10,000 FEET",M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2274,81988,9/25/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87175,F018C,Y,E,51646,31.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09070,ACFT CRASHED INTO SEA.  PILOT SAFELY EJECTED AND RECOVERED.           ,153930,41Z,G3,NO FURTHER BREAKDOWN,DUE TO LOSS OF FLIGHT CONTROL,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2275,81988,9/25/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87175,F018C,Y,E,51646,31.0,D,O03,LT,Lieutenant,,Unknown,Unknown,N09070,ACFT CRASHED INTO SEA.  PILOT SAFELY EJECTED AND RECOVERED.           ,153931,41Z,B3,NO FURTHER BREAKDOWN,WATER; UNCONTROLLED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2276,81993,8/4/1999 12:00:00 AM,A,1999.0,1A,,,,,87189,F014B,Y,E,51656,25.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09067,AIRCRAFT STRUCK RAMP DURING NIGHT CARRIER LANDING. NO INJURIES.       ,153946,510,CA,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,MAN-MADE STRUCTURE; NOT FIELD ARREST EQUIPMENT,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2277,81993,8/4/1999 12:00:00 AM,A,1999.0,1A,,,,,87189,F014B,Y,E,51656,25.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09067,AIRCRAFT STRUCK RAMP DURING NIGHT CARRIER LANDING. NO INJURIES.       ,153947,510,L1,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,COLLAPSE,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2278,81993,8/4/1999 12:00:00 AM,A,1999.0,1A,,,,,87189,F014B,Y,E,51656,25.0,H,O02,LTJG,"Lieutenant, Junior Grade",,Unknown,Unknown,N09067,AIRCRAFT STRUCK RAMP DURING NIGHT CARRIER LANDING. NO INJURIES.       ,153948,510,N2,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,AIRCRAFT HIT RAMP,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2279,81993,8/4/1999 12:00:00 AM,A,1999.0,1A,,,,,87189,F014B,Y,E,51657,36.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09067,AIRCRAFT STRUCK RAMP DURING NIGHT CARRIER LANDING. NO INJURIES.       ,153946,510,CA,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,MAN-MADE STRUCTURE; NOT FIELD ARREST EQUIPMENT,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2280,81993,8/4/1999 12:00:00 AM,A,1999.0,1A,,,,,87189,F014B,Y,E,51657,36.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09067,AIRCRAFT STRUCK RAMP DURING NIGHT CARRIER LANDING. NO INJURIES.       ,153947,510,L1,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,COLLAPSE,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2281,81993,8/4/1999 12:00:00 AM,A,1999.0,1A,,,,,87189,F014B,Y,E,51657,36.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09067,AIRCRAFT STRUCK RAMP DURING NIGHT CARRIER LANDING. NO INJURIES.       ,153948,510,N2,INFLIGHT ENGAGEMENT OF ARRESTING WIRE,AIRCRAFT HIT RAMP,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2282,82067,8/31/1997 12:00:00 AM,A,1997.0,1A,N,N03362,INDEPENDENCE,CV,87272,F014A,Y,E,51880,25.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09678,ACFT CRASHED INTO WATER AFTER NIGHT CAT SHOT.  ACRW EJECTED SAFELY.   ,154156,335,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2283,82067,8/31/1997 12:00:00 AM,A,1997.0,1A,N,N03362,INDEPENDENCE,CV,87272,F014A,Y,E,51880,25.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09678,ACFT CRASHED INTO WATER AFTER NIGHT CAT SHOT.  ACRW EJECTED SAFELY.   ,154157,335,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2284,82067,8/31/1997 12:00:00 AM,A,1997.0,1A,N,N03362,INDEPENDENCE,CV,87272,F014A,Y,E,51880,25.0,H,O03,LT,Lieutenant,,Unknown,Unknown,N09678,ACFT CRASHED INTO WATER AFTER NIGHT CAT SHOT.  ACRW EJECTED SAFELY.   ,154158,335,G6,AIRCRAFT LAUNCHED FROM CATAPULT,OTHER,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2285,82067,8/31/1997 12:00:00 AM,A,1997.0,1A,N,N03362,INDEPENDENCE,CV,87272,F014A,Y,E,51881,28.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09678,ACFT CRASHED INTO WATER AFTER NIGHT CAT SHOT.  ACRW EJECTED SAFELY.   ,154156,335,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2286,82067,8/31/1997 12:00:00 AM,A,1997.0,1A,N,N03362,INDEPENDENCE,CV,87272,F014A,Y,E,51881,28.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09678,ACFT CRASHED INTO WATER AFTER NIGHT CAT SHOT.  ACRW EJECTED SAFELY.   ,154157,335,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2287,82067,8/31/1997 12:00:00 AM,A,1997.0,1A,N,N03362,INDEPENDENCE,CV,87272,F014A,Y,E,51881,28.0,G,O03,LT,Lieutenant,,Unknown,Unknown,N09678,ACFT CRASHED INTO WATER AFTER NIGHT CAT SHOT.  ACRW EJECTED SAFELY.   ,154158,335,G6,AIRCRAFT LAUNCHED FROM CATAPULT,OTHER,M,FIRST AID TREATMENT ONLY/FIRST AID CASE,,,,Low,Destruction,,,,No
2288,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51884,38.0,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154174,325,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2289,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51884,38.0,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154175,325,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2290,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51884,38.0,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154176,325,G6,AIRCRAFT LAUNCHED FROM CATAPULT,OTHER,M,ONE OR MORE LOST WORK DAYS,,,,Low,Destruction,,,,No
2291,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51885,26.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154174,325,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2292,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51885,26.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154175,325,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2293,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51885,26.0,H,E04,PO3,Petty Officer 3rd Class,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154176,325,G6,AIRCRAFT LAUNCHED FROM CATAPULT,OTHER,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2294,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51886,25.0,H,E05,PO2,Petty Officer 2nd Class,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154174,325,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2295,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51886,25.0,H,E05,PO2,Petty Officer 2nd Class,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154175,325,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2296,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51886,25.0,H,E05,PO2,Petty Officer 2nd Class,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154176,325,G6,AIRCRAFT LAUNCHED FROM CATAPULT,OTHER,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2297,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51887,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154174,325,B3,AIRCRAFT LAUNCHED FROM CATAPULT,WATER; UNCONTROLLED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2298,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51887,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154175,325,XB,AIRCRAFT LAUNCHED FROM CATAPULT,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2299,82071,2/8/1998 12:00:00 AM,A,1998.0,1A,N,N03369,DWIGHT D EISENHOWER,CVN,87276,F018C,Y,E,51887,34.0,H,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09221,ACFT DID NOT ATTAIN FLYING SPEED ON CAT SHOT.  PILOT EJECTED SAFELY.  ,154176,325,G6,AIRCRAFT LAUNCHED FROM CATAPULT,OTHER,M,NO INJURY OR ILLNESS,,,,Low,Destruction,,,,No
2300,82080,9/30/2000 12:00:00 AM,C,2000.0,3C,,,,,87285,F014,Y,E,51931,31.0,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N03365,CV FLT DECK CAT OFFICER KNOCKED DOWN BY JET BLAST;SUSTAINED BKN FIBULA,154191,921,XB,FLIGHT DECK,PERSONNEL INJURED,F,ONE OR MORE LOST WORK DAYS,,,,High,Skeletal Injury,,,,Yes
2301,82080,9/30/2000 12:00:00 AM,C,2000.0,3C,,,,,87285,F014,Y,E,51931,31.0,D,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N03365,CV FLT DECK CAT OFFICER KNOCKED DOWN BY JET BLAST;SUSTAINED BKN FIBULA,154192,921,XC,FLIGHT DECK,PERSONNEL FELL,F,ONE OR MORE LOST WORK DAYS,,,,High,Skeletal Injury,,,,Yes
2302,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51938,,H,O05,CDR,Commander,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154207,4AZ,X7,NO FURTHER BREAKDOWN,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2303,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51938,,H,O05,CDR,Commander,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154208,4AZ,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2304,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51939,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154207,4AZ,X7,NO FURTHER BREAKDOWN,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2305,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51939,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154208,4AZ,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2306,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51940,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154207,4AZ,X7,NO FURTHER BREAKDOWN,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2307,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51940,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154208,4AZ,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2308,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51941,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154207,4AZ,X7,NO FURTHER BREAKDOWN,"LOSS OF HATCHES, EMERGENCY EXITS, INSPECTION ACCESS PLATES/CANOPY, ETC",,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2309,82086,2/3/2001 12:00:00 AM,C,2001.0,1C,N,N21297,ABRAHAM LINCOLN,CVN,87291,EA006B,Y,E,51941,,H,O03,LT,Lieutenant,,Unknown,Unknown,N09200,RIGHT OUTBD SLAT DEPARTED ACFT DURING CLIMBOUT FROM CVN.              ,154208,4AZ,P1,NO FURTHER BREAKDOWN,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,,,,Low,Machine Damage,,,,No
2310,82107,8/9/2001 12:00:00 AM,A,2001.0,1A,N,N03364,CONSTELLATION,CV,87313,F014D,Y,E,52006,39.0,A,O04,LCDR,Lieutenant Commander,,Unknown,Unknown,N09113,DURING NIGHT MULTI-PLANE A/I TRAINING ACFT FLEW INTO WATER. 2 FATAL.  ,154273,4ZZ,B8,NO FURTHER BREAKDOWN,"GROUND; CONTROLLED, UNINTENTIONAL",M,FATAL,,,,High,Destruction,,,,No
2311,82107,8/9/2001 12:00:00 AM,A,2001.0,1A,N,N03364,CONSTELLATION,CV,87313,F014D,Y,E,52007,30.0,A,O03,LT,Lieutenant,,Unknown,Unknown,N09113,DURING NIGHT MULTI-PLANE A/I TRAINING ACFT FLEW INTO WATER. 2 FATAL.  ,154273,4ZZ,B8,NO FURTHER BREAKDOWN,"GROUND; CONTROLLED, UNINTENTIONAL",M,FATAL,,,,High,Destruction,,,,No
