,RPRTBL_EVENT_SERL,EVENT_DATE,EVENT_SEVTY_C,FY,EVENT_CLASSN_C,SHIP_PER_INJ_I,INVLVD_SHIP_UIC,VESL_NAME_A,VESL_TYPE_A,INVLVD_ACFT_SERL,ACFT_MODEL,COUNT_ACFT_I,EMBRKD_ASHR,INVLVD_PER_SERL,AGE,INJ_CLASSN_C,PAY_GRADE,RANK_RATE,RATEG,RPRTG_UIC,EVENT_SHORT_NARR,INCDT_OCCURN_SERL,INCDT_PHASE_OPS_C,INCDT_TYPE_C,INCDT_PHASE_OPS,INCDT_TYPE,SEX,INJ_CLASSN,Deck?
2385,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1923870,21.0,H,E04,PO3,AE,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,,NO INJURY OR ILLNESS,
2386,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1923871,21.0,H,E06,PO1,AT,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2387,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1933872,21.0,H,E04,PO3,AM,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2388,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1933873,21.0,H,E05,PO2,AWF,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2389,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1973880,21.0,H,E07,CPO,AD,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2390,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1983881,2.0,H,O05,CDR,,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2391,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1943874,23.0,H,E05,PO2,AWF,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2392,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc190386b,40.0,H,E07,CPO,AWF,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,F,NO INJURY OR ILLNESS,
2393,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc1953877,34.0,H,O04,LCDR,,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2394,4dd588593f3484ca013f671cc18f3867,10/8/2011 12:00:00 AM,C,2012,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588593f3484ca013f671cc18f3868,C002A,Y,E,4dd588593f3484ca013f671cc196387c,28.0,H,O03,LT,,N45592,C-2A flaps damaged on wing spread aboard USS JOHN C. STENNIS ,4dd588593f3484ca013f671cc1903869,9E1,P1,FLIGHT DECK,FLIGHT CONTROLS,M,NO INJURY OR ILLNESS,
2395,4dd58859580658140158206edf9b5579,5/29/2016 12:39:09 PM,A,2016,1A,N,N21847,USS JOHN C STENNIS,CVN,4dd58859580658140158206edf9c557a,EA018G,Y,E,4dd58859580658140158206edfa05582,46.0,H,O05,CDR,,N09969,EA-18G inflight engagement during night CV landing caused extensive damage to aircraft,4dd58859580658140158206edf9d557b,617,TA,MODE II; ILS,PHYSIOLOGICAL EPISODE,M,NO INJURY OR ILLNESS,
2396,4dd58859580658140158206edf9b5579,5/29/2016 12:39:09 PM,A,2016,1A,N,N21847,USS JOHN C STENNIS,CVN,4dd58859580658140158206edf9c557a,EA018G,Y,E,4dd58859580658140158206edf9d557c,37.0,H,O03,LT,,N09969,EA-18G inflight engagement during night CV landing caused extensive damage to aircraft,4dd58859580658140158206edf9d557b,617,TA,MODE II; ILS,PHYSIOLOGICAL EPISODE,M,NO INJURY OR ILLNESS,
2397,4dd59ef46788c8690167994a331342c0,4/19/2018 3:00:00 AM,C,2018,3C,Y,N21847,USS JOHN C STENNIS,CVN,4dd59ef46788c8690167994a331442c1,F018A+,Y,E,4dd59ef46788c8690167994a331442c3,34.0,D,E06,PO1,ABH,N21847,F-18A+  Sailor injured hand during aircraft movement,4dd59ef46788c8690167994a331442c2,952,XB,HANGAR DECK,PERSONNEL INJURED,M,ONE OR MORE LOST WORK DAYS,
2398,4dd5885939c711d70139e972f7657188,9/2/2012 3:00:00 AM,D,2012,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd5885939c711d70139e972f7667189,F018C,Y,E,4dd5885939c711d70139e972f767718b,26.0,H,O03,LT,,N63923,F/A-18CAircraft launch bar engaged the buffer hook while taxing into position for a catapult launch.,4dd5885939c711d70139e972f766718a,21X,XU,OTHER,AIRCRAFT GROUND HANDLING,M,NO INJURY OR ILLNESS,
2399,4dd5885939c711d70139e972f7657188,9/2/2012 3:00:00 AM,D,2012,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd5885939c711d70139e972f7667189,F018C,Y,E,4dd5885939c711d70139e972f768718f,21.0,H,E04,PO3,3,N63923,F/A-18CAircraft launch bar engaged the buffer hook while taxing into position for a catapult launch.,4dd5885939c711d70139e972f766718a,21X,XU,OTHER,AIRCRAFT GROUND HANDLING,M,NO INJURY OR ILLNESS,
2400,4dd5885939c711d70139e972f7657188,9/2/2012 3:00:00 AM,D,2012,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd5885939c711d70139e972f7667189,F018C,Y,E,4dd5885939c711d70139e972f7697190,23.0,H,E04,PO3,3,N63923,F/A-18CAircraft launch bar engaged the buffer hook while taxing into position for a catapult launch.,4dd5885939c711d70139e972f766718a,21X,XU,OTHER,AIRCRAFT GROUND HANDLING,M,NO INJURY OR ILLNESS,
2401,4dd59ef46635202f0166790d88fa1b38,8/13/2018 3:00:00 AM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46635202f0166790d88fb1b39,F018E,Y,E,4dd59ef46635202f0166790d88fc1b3d,99.0,H,E07,CPO,ATC,N63923,F/A-18E Nose Gear Door damaged during maintenance action.,4dd59ef46635202f0166790d88fb1b3a,9X2,XX,HANGAR DECK,DAMAGE SUSTAINED DURING MAINTENANCE,M,NO INJURY OR ILLNESS,
2402,4dd588594e205a09014e73a3e018033e,4/21/2015 3:00:00 AM,C,2015,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588594e205a09014e73a3e019033f,F018E,Y,E,4dd588594e205a09014e73a3e01a0341,21.0,H,E03,AN,ABHAN,N09084,"F/A-18E: While underway, crash and salvage crew rolled large tool cart into radome.",4dd588594e205a09014e73a3e0190340,941,CB,FLIGHT DECK,POWERED OR NON-SELF PROPELLED VEHICLE ON CARRIER FLIGHT/HANGAR DECK,M,NO INJURY OR ILLNESS,Yes
2403,4dd588594e205a09014e73a3e018033e,4/21/2015 3:00:00 AM,C,2015,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588594e205a09014e73a3e019033f,F018E,Y,E,4dd588594e205a09014e73a3e01b0342,19.0,H,E01,AR,ABHAR,N09084,"F/A-18E: While underway, crash and salvage crew rolled large tool cart into radome.",4dd588594e205a09014e73a3e0190340,941,CB,FLIGHT DECK,POWERED OR NON-SELF PROPELLED VEHICLE ON CARRIER FLIGHT/HANGAR DECK,F,NO INJURY OR ILLNESS,Yes
2404,4dd588594e205a09014e73a3e018033e,4/21/2015 3:00:00 AM,C,2015,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd588594e205a09014e73a3e019033f,F018E,Y,E,4dd588594e205a09014e73a3e01b0343,21.0,H,E03,AN,ABHAN,N09084,"F/A-18E: While underway, crash and salvage crew rolled large tool cart into radome.",4dd588594e205a09014e73a3e0190340,941,CB,FLIGHT DECK,POWERED OR NON-SELF PROPELLED VEHICLE ON CARRIER FLIGHT/HANGAR DECK,M,NO INJURY OR ILLNESS,Yes
2405,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aa9291b,21.0,H,E03,AN,AN,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2406,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aaa291d,34.0,H,E03,AN,AN,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2407,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aab291e,23.0,H,E05,PO2,ABH2,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,F,NO INJURY OR ILLNESS,
2408,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aa62917,21.0,H,E04,PO3,ABH3,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,F,NO INJURY OR ILLNESS,
2409,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aa72918,23.0,H,E03,AN,AN,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2410,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aa82919,23.0,H,E03,AN,ABHAN,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2411,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aa8291a,20.0,H,E03,AN,AN,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2412,4dd58859586d57d8015909501aa2290b,7/12/2016 6:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015909501aa62915,F018E,Y,E,4dd58859586d57d8015909501aa9291c,25.0,H,E04,PO3,ABH3,N09084,F/A-18E: Horizontal stab impacted a radome while being towed on the flight deck,4dd58859586d57d8015909501aa62916,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,F,NO INJURY OR ILLNESS,
2413,4dd58859586d57d8015993148fdf29f5,3/20/2016 8:00:00 PM,B,2016,1B,N,N21847,USS JOHN C STENNIS,CVN,4dd58859586d57d8015993148fe029f6,F018E,Y,E,4dd58859586d57d8015993148fe029f8,27.0,H,O03,LT,,N09558,F/A-18E FOD ingestion during catapult stroke resulted in engine damage,4dd58859586d57d8015993148fe029f7,325,X3,AIRCRAFT LAUNCHED FROM CATAPULT,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,
2414,4dd59ef468850ab50168beb87fb951cb,11/9/2018 5:49:20 AM,C,2019,1C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef468850ab50168beb87fba51cc,F018E,Y,E,4dd59ef468850ab50168beb87fba51ce,28.0,H,O03,LT,,N09084,F/A-18E ingested FOD on catapult shot resulting in damage to left engine.,4dd59ef468850ab50168beb87fba51cd,325,X3,AIRCRAFT LAUNCHED FROM CATAPULT,DAMAGE DUE TO FOREIGN OBJECT,U,NO INJURY OR ILLNESS,
2415,4dd59ef46958d7b8016980e68c7c566d,12/2/2018 7:00:00 PM,C,2019,1C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46958d7b8016980e68c7d566e,F018E,Y,E,4dd59ef46958d7b8016980e68c7d5670,28.0,H,O03,LT,,N09558,F/A-18E Stabilator impacted the flight deck during arrested landing.,4dd59ef46958d7b8016980e68c7d566f,53N,CL,CASE III; TACAN/CCA TO LANDING,CROSS DECK PENDANT/ARREST GEAR SLAPS,M,NO INJURY OR ILLNESS,Yes
2416,4dd59ef46635202f0166790d88fa1b38,8/13/2018 3:00:00 AM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46635202f0166790d88fb1b39,F018E,Y,E,4dd59ef46635202f0166790d88fb1b3b,99.0,H,E06,PO1,AM1,N63923,F/A-18E Nose Gear Door damaged during maintenance action.,4dd59ef46635202f0166790d88fb1b3a,9X2,XX,HANGAR DECK,DAMAGE SUSTAINED DURING MAINTENANCE,M,NO INJURY OR ILLNESS,
2417,4dd59ef46635202f0166790d88fa1b38,8/13/2018 3:00:00 AM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46635202f0166790d88fb1b39,F018E,Y,E,4dd59ef46635202f0166790d88fb1b3c,99.0,H,E05,PO2,AM2,N63923,F/A-18E Nose Gear Door damaged during maintenance action.,4dd59ef46635202f0166790d88fb1b3a,9X2,XX,HANGAR DECK,DAMAGE SUSTAINED DURING MAINTENANCE,M,NO INJURY OR ILLNESS,
2418,4dd59ef46635202f016644c464577598,8/13/2018 3:00:00 AM,D,2018,1D,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46635202f016644c464577599,F018E,Y,E,4dd59ef46635202f016644c46457759b,99.0,H,O03,LT,,N63923,F/A-18E SINS cable cap damaged nose landing gear door on retraction.,4dd59ef46635202f016644c46457759a,335,PD,AIRCRAFT LAUNCHED FROM CATAPULT,AIRFRAME,M,NO INJURY OR ILLNESS,
2419,4dd59ef46635202f016644c464577598,8/13/2018 3:00:00 AM,D,2018,1D,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46635202f016644c464577599,F018E,Y,E,4dd59ef46635202f016644c46458759d,99.0,H,E06,PO1,AT1,N63923,F/A-18E SINS cable cap damaged nose landing gear door on retraction.,4dd59ef46635202f016644c46457759a,335,PD,AIRCRAFT LAUNCHED FROM CATAPULT,AIRFRAME,M,NO INJURY OR ILLNESS,
2420,4dd59ef468850ab50168c36bab997e46,4/19/2018 3:00:00 AM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef468850ab50168c36bab9a7e47,F018E,Y,E,4dd59ef468850ab50168c36bab9a7e49,99.0,H,UNK,,,N63923,Damage to port inner vertical stab of F/A-18E caused by unknown object while parked on flight deck.,4dd59ef468850ab50168c36bab9a7e48,9,X6,NOT INCIDENT TO FLIGHT,STRUCTURAL DAMAGE; FORCE OR ENERGY EXTERNAL TO AIRCRAFT,M,NO INJURY OR ILLNESS,
2421,4dd59ef468ec05630168f296417d3b52,1/5/2019 7:00:00 PM,D,2019,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef468ec05630168f296417d3b53,F018E,Y,E,4dd59ef468ec05630168f296417d3b55,22.0,F,E03,AN,AOAN,N63923,Sailor cut chin after tripping over F/A-18E tie-down chain,4dd59ef468ec05630168f296417d3b54,941,XB,FLIGHT DECK,PERSONNEL INJURED,F,OTHER REPORTABLE AND MEDICAL TREATMENT/NO LOST TIME,
2422,4dd59ef468850ab50168c90a64003072,11/5/2018 7:00:00 PM,D,2019,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef468850ab50168c90a64003073,F018E,Y,E,4dd59ef468850ab50168c90a64013075,24.0,F,E03,AN,AD,N09084,"F/A-18E TEF impacted maintainer's head while under director control, resulting in a mild concussion.",4dd59ef468850ab50168c90a64003074,21,XB,TO TAKE OFF,PERSONNEL INJURED,M,OTHER REPORTABLE AND MEDICAL TREATMENT/NO LOST TIME,
2423,4dd59ef467a30f200167ad6e0efa470c,8/27/2018 10:32:25 PM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef467a30f200167ad6e0efb470d,F018E,Y,E,4dd59ef467a30f200167ad6e0efb470f,22.0,H,E03,AN,AD3,N63923,F/A-18E right wing impacted parked F/A-18E radome during taxi aboard CVN.,4dd59ef467a30f200167ad6e0efb470e,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2424,4dd59ef467a30f200167ad6e0efa470c,8/27/2018 10:32:25 PM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef467a30f200167ad6e0efb470d,F018E,Y,E,4dd59ef467a30f200167ad6e0efc4710,30.0,H,E06,PO1,AO1,N63923,F/A-18E right wing impacted parked F/A-18E radome during taxi aboard CVN.,4dd59ef467a30f200167ad6e0efb470e,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2425,4dd59ef467a30f200167ad6e0efa470c,8/27/2018 10:32:25 PM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef467a30f200167ad6e0efb470d,F018E,Y,E,4dd59ef467a30f200167ad6e0efd4711,24.0,H,E04,PO3,ABH3,N63923,F/A-18E right wing impacted parked F/A-18E radome during taxi aboard CVN.,4dd59ef467a30f200167ad6e0efb470e,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2426,4dd59ef467a30f200167ad6e0efa470c,8/27/2018 10:32:25 PM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef467a30f200167ad6e0efb470d,F018E,Y,E,4dd59ef467a30f200167ad6e0efd4712,28.0,H,E05,PO2,ABH2,N63923,F/A-18E right wing impacted parked F/A-18E radome during taxi aboard CVN.,4dd59ef467a30f200167ad6e0efb470e,941,A2,FLIGHT DECK,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2427,4dd59ef467a30f200167ad6e0efa470c,8/27/2018 10:32:25 PM,C,2018,3C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef467a30f200167ad6e0f00471a,F018E,N,E,4dd59ef467a30f200167ad6e0f00471c,27.0,H,O03,LT,,N63923,F/A-18E right wing impacted parked F/A-18E radome during taxi aboard CVN.,4dd59ef467a30f200167ad6e0f00471b,223,A2,RETURN TO LINE,COLLISION BETWEEN AIRCRAFT NOT AIRBORNE,M,NO INJURY OR ILLNESS,
2428,4dd588593d20e355013d3b33da8e2883,2/16/2013 3:00:00 AM,D,2013,32,R,N21847,USS JOHN C STENNIS,CVN,4dd588593d20e355013d3b33da8e2884,F018F,Y,E,4dd588593d20e355013d3b33da8f2886,33.0,H,E05,PO2,AME,N09774,F-18: APU fire during night ground turn,4dd588593d20e355013d3b33da8f2885,991,FK,FLIGHT DECK,OTHER CAUSE NOT LISTED,M,NO INJURY OR ILLNESS,
2429,4dd588595709978401571b0059dd3328,6/8/2016 8:00:00 PM,D,2016,1D,N,N21847,USS JOHN C STENNIS,CVN,4dd588595709978401571b0059dd3329,F018F,Y,E,4dd588595709978401571b0059e0332f,35.0,H,O04,LCDR,,N09774,Cabin pressure fluctuations during aerial refueling resulted in PE.,4dd588595709978401571b0059de332a,478,TA,REFUELING,PHYSIOLOGICAL EPISODE,M,NO INJURY OR ILLNESS,
2430,4dd588595709978401571b0059dd3328,6/8/2016 8:00:00 PM,D,2016,1D,N,N21847,USS JOHN C STENNIS,CVN,4dd588595709978401571b0059dd3329,F018F,Y,E,4dd588595709978401571b0059de332b,35.0,H,O04,LCDR,,N09774,Cabin pressure fluctuations during aerial refueling resulted in PE.,4dd588595709978401571b0059de332a,478,TA,REFUELING,PHYSIOLOGICAL EPISODE,M,NO INJURY OR ILLNESS,
2431,4dd58859553351ed015541b2a18327fd,2/12/2016 10:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859553351ed015541b2a18427fe,MH060R,Y,E,4dd58859553351ed015541b2a1852800,23.0,H,E04,PO3,PO3,N09855,MH-60R - TAIL WHEEL DAMAGED DURING TOWING OPERATION,4dd58859553351ed015541b2a18527ff,9A1,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,U,NO INJURY OR ILLNESS,
2432,4dd58859553351ed015541b2a18327fd,2/12/2016 10:00:00 AM,D,2016,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd58859553351ed015541b2a18427fe,MH060R,Y,E,4dd58859553351ed015541b2a1862801,22.0,H,E04,PO3,AM,N09855,MH-60R - TAIL WHEEL DAMAGED DURING TOWING OPERATION,4dd58859553351ed015541b2a18527ff,9A1,XU,FLIGHT DECK,AIRCRAFT GROUND HANDLING,U,NO INJURY OR ILLNESS,
2433,4dd59ef46a121920016a509b8f8002b4,2/1/2019 12:00:00 PM,D,2019,3D,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46a121920016a509b8f8102b5,MH060R,Y,E,4dd59ef46a121920016a509b8f8102b7,26.0,H,E05,PO2,AD,N09855,MH-60R: Main rotor blade leading edge punctured while installing blade restrainer set.,4dd59ef46a121920016a509b8f8102b6,9A,TB,GROUND HANDLING,OTHER,M,NO INJURY OR ILLNESS,
2434,4dd59ef46ac5a5d1016ad5643caf5d95,12/23/2018 12:00:00 AM,B,2019,3B,Y,N21847,USS JOHN C STENNIS,CVN,4dd59ef46ac5a5d1016ad5643caf5d96,MH060S,Y,E,4dd59ef46ac5a5d1016ad5643cb15da0,39.0,H,E06,PO1,ABH,N21847,CVN: Plane Handler's foot and thigh rolled over by MH-60S during flight deck aircraft tow,4dd59ef46ac5a5d1016ad5643caf5d97,9A1,XB,FLIGHT DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,
2435,4dd59ef46ac5a5d1016ad5643caf5d95,12/23/2018 12:00:00 AM,B,2019,3B,Y,N21847,USS JOHN C STENNIS,CVN,4dd59ef46ac5a5d1016ad5643caf5d96,MH060S,Y,E,4dd59ef46ac5a5d1016ad5643cb05d98,26.0,C,E03,AN,AN,N21847,CVN: Plane Handler's foot and thigh rolled over by MH-60S during flight deck aircraft tow,4dd59ef46ac5a5d1016ad5643caf5d97,9A1,XB,FLIGHT DECK,PERSONNEL INJURED,M,PERMANENT PARTIAL DISABILITY,
2436,4dd59ef46ac5a5d1016ad5643caf5d95,12/23/2018 12:00:00 AM,B,2019,3B,Y,N21847,USS JOHN C STENNIS,CVN,4dd59ef46ac5a5d1016ad5643caf5d96,MH060S,Y,E,4dd59ef46ac5a5d1016ad5643cb25da1,23.0,H,E03,AN,UNDES,N21847,CVN: Plane Handler's foot and thigh rolled over by MH-60S during flight deck aircraft tow,4dd59ef46ac5a5d1016ad5643caf5d97,9A1,XB,FLIGHT DECK,PERSONNEL INJURED,M,NO INJURY OR ILLNESS,
2437,4dd59ef46b4651ba016b46dd5e030a9f,4/16/2019 6:28:42 AM,C,2019,1C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46b4651ba016b46dd5e040aa0,MH060S,Y,E,4dd59ef46b4651ba016b46dd5e040aa2,28.0,H,O03,LT,,N09209,MH-60S: VERTREP load impacted underside of tail boom in flight. Aircraft recovered safely.,4dd59ef46b4651ba016b46dd5e040aa1,416,X3,EXTERNAL SLING/HOIST; NOT HOVERING,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,
2438,4dd59ef46b4651ba016b46dd5e030a9f,4/16/2019 6:28:42 AM,C,2019,1C,N,N21847,USS JOHN C STENNIS,CVN,4dd59ef46b4651ba016b46dd5e040aa0,MH060S,Y,E,4dd59ef46b4651ba016b46dd5e060ab7,29.0,H,E05,PO2,AWS,N09209,MH-60S: VERTREP load impacted underside of tail boom in flight. Aircraft recovered safely.,4dd59ef46b4651ba016b46dd5e040aa1,416,X3,EXTERNAL SLING/HOIST; NOT HOVERING,DAMAGE DUE TO FOREIGN OBJECT,M,NO INJURY OR ILLNESS,
